2.977061635470867884e-01 5.649978971683890627e+00
3.052653521108976697e-01 5.703757839742167768e+00
3.113884463805067782e-01 5.747014533180918150e+00
3.168997758096927519e-01 5.785695789212229379e+00
3.220497507010158245e-01 5.821614002689951661e+00
3.269546248564241253e-01 5.855613300707740443e+00
3.316796309612000115e-01 5.888168933189999343e+00
3.362657055109021798e-01 5.919580196607463485e+00
3.407405316110914129e-01 5.950050245959954687e+00
3.451238634507123315e-01 5.979724622476456197e+00
3.494303815879913344e-01 6.008711938196120705e+00
3.536713488377114523e-01 6.037095885465351586e+00
3.578556303010942408e-01 6.064942643250795129e+00
3.619903526196082133e-01 6.092305669358283993e+00
3.660813470911743472e-01 6.119228925193444191e+00
3.701334573921961635e-01 6.145749117765327618e+00
3.741507592597699272e-01 6.171897302096974514e+00
3.781367210824004843e-01 6.197700053972766909e+00
3.820943237316036800e-01 6.223180346062839874e+00
3.860261516039433793e-01 6.248358214350316686e+00
3.899344628993426376e-01 6.273251273188175325e+00
3.938212446449065318e-01 6.297875119052043225e+00
3.976882563253001379e-01 6.322243651088681915e+00
4.015370648769747142e-01 6.346369328540113486e+00
4.053690730478418658e-01 6.370263379631719403e+00
4.091855425980415184e-01 6.393935972685762081e+00
4.129876134447163505e-01 6.417396357509890237e+00
4.167763195853801950e-01 6.440652983155463751e+00
4.205526024387598039e-01 6.463713596715390253e+00
4.243173220977016769e-01 6.486585326778172345e+00
4.280712668802164611e-01 6.509274754364370530e+00
4.318151614833105612e-01 6.531787973575981177e+00
4.355496739817954488e-01 6.554130643734541017e+00
4.392754218660994692e-01 6.576308034430291549e+00
4.429929772757432715e-01 6.598325064632851955e+00
4.467028715558492014e-01 6.620186336798306037e+00
4.504055992407887121e-01 6.641896166738623819e+00
4.541016215507782672e-01 6.663458609883885941e+00
4.577913694723210192e-01 6.684877484459602393e+00
4.614752464815752298e-01 6.706156392014319678e+00
4.651536309600761143e-01 6.727298735661602969e+00
4.688268783441869036e-01 6.748307736342156637e+00
4.724953230435386953e-01 6.769186447365665771e+00
4.761592801579572765e-01 6.789937767451149853e+00
4.798190470183223422e-01 6.810564452453240492e+00
4.834749045728992112e-01 6.831069125934347674e+00
4.871271186377525986e-01 6.851454288720102426e+00
4.907759410271843592e-01 6.871722327556552656e+00
4.944216105779637438e-01 6.891875522971218970e+00
4.980643540794367219e-01 6.911916056427082289e+00
5.017043871196582572e-01 6.931846016846424874e+00
5.053419148569411323e-01 6.951667406572424213e+00
5.089771327244791976e-01 6.971382146826941906e+00
5.126102270751107248e-01 6.990992082716652511e+00
5.162413757723831598e-01 7.010498987833179818e+00
5.198707487331286625e-01 7.029904568486800009e+00
5.234985084265448840e-01 7.049210467610172337e+00
5.271248103338177504e-01 7.068418268362881562e+00
5.307498033720683406e-01 7.087529497464982953e+00
5.343736302860226939e-01 7.106545628284795413e+00
5.379964280102536023e-01 7.125468083702571676e+00
5.416183280047814907e-01 7.144298238770551812e+00
5.452394565662526116e-01 7.163037423186734642e+00
5.488599351169345386e-01 7.181686923598471495e+00
5.524798804734671887e-01 7.200247985750804602e+00
5.560994050968666169e-01 7.218721816491130205e+00
5.597186173256658570e-01 7.237109585643801246e+00
5.633376215932619502e-01 7.255412427763080707e+00
5.669565186309848404e-01 7.273631443775996352e+00
5.705754056579119826e-01 7.291767702522432337e+00
5.741943765584338610e-01 7.309822242200603171e+00
5.778135220486286805e-01 7.327796071725605209e+00
5.814329298322309381e-01 7.345690172006863250e+00
5.850526847469763592e-01 7.363505497150863555e+00
5.886728689020577221e-01 7.381242975594395794e+00
5.922935618073241759e-01 7.398903511173242187e+00
5.959148404948328981e-01 7.416487984131119759e+00
5.995367796333395116e-01 7.433997252072780171e+00
6.031594516361131753e-01 7.451432150865095139e+00
6.067829267626436707e-01 7.468793495489792100e+00
